504,120,90;586,120,90;670,120,90;
502,120,90;584,120,90;668,120,90;
500,120,90;582,120,90;666,120,90;
498,120,90;580,120,90;664,120,90;
496,120,90;578,120,90;662,120,90;
494,120,90;576,120,90;660,120,90;
492,120,90;574,120,90;658,120,90;
490,120,90;572,120,90;656,120,90;
488,120,90;570,120,90;654,120,90;
486,120,90;568,120,90;652,120,90;
484,120,90;566,120,90;650,120,90;
482,120,90;564,120,90;648,120,90;
480,120,90;562,120,90;646,120,90;
478,120,90;560,120,90;644,120,90;
476,120,90;558,120,90;642,120,90;
474,120,90;556,120,90;640,120,90;
472,120,90;554,120,90;638,120,90;
470,120,90;552,120,90;636,120,90;
468,120,90;550,120,90;634,120,90;
466,120,90;548,120,90;632,120,90;
464,120,90;546,120,90;630,120,90;
462,120,90;544,120,90;628,120,90;
460,120,90;542,120,90;626,120,90;
458,120,90;540,120,90;624,120,90;
456,120,90;538,120,90;622,120,90;
454,120,90;536,120,90;620,120,90;
452,120,90;534,120,90;618,120,90;
450,120,90;532,120,90;616,120,90;
448,120,90;530,120,90;614,120,90;
446,120,90;528,120,90;612,120,90;
444,120,90;526,120,90;610,120,90;
442,120,90;524,120,90;608,120,90;
440,120,90;522,120,90;606,120,90;
438,120,90;520,120,90;604,120,90;
436,120,90;518,120,90;602,120,90;
434,120,90;516,120,90;600,120,90;
432,120,90;514,120,90;598,120,90;
430,120,90;512,120,90;596,120,90;
428,120,90;510,120,90;594,120,90;
426,120,90;508,120,90;592,120,90;
424,120,90;506,120,90;590,120,90;
422,120,90;504,120,90;588,120,90;
420,120,90;502,120,90;586,120,90;
418,120,90;500,120,90;584,120,90;
416,120,90;498,120,90;582,120,90;
414,120,90;496,120,90;580,120,90;
412,120,90;494,120,90;578,120,90;
410,120,90;492,120,90;576,120,90;
408,120,90;490,120,90;574,120,90;
406,120,90;488,120,90;572,120,90;
404,120,90;486,120,90;570,120,90;
402,120,90;484,120,90;568,120,90;
400,120,90;482,120,90;566,120,90;
398,120,90;480,120,90;564,120,90;
396,120,90;478,120,90;562,120,90;
394,120,90;476,120,90;560,120,90;
392,120,90;474,120,90;558,120,90;
390,120,90;472,120,90;556,120,90;
388,120,90;470,120,90;554,120,90;
386,120,90;468,120,90;552,120,90;
384,120,90;466,120,90;550,120,90;
382,120,90;464,120,90;548,120,90;
380,120,90;462,120,90;546,120,90;
378,120,90;460,120,90;544,120,90;
376,120,90;458,120,90;542,120,90;
374,120,90;456,120,90;540,120,90;
372,120,90;454,120,90;538,120,90;
370,120,90;452,120,90;536,120,90;
368,120,90;450,120,90;534,120,90;
366,120,90;448,120,90;532,120,90;
364,120,90;446,120,90;530,120,90;
362,120,90;444,120,90;528,120,90;
360,120,90;442,120,90;526,120,90;
358,120,90;440,120,90;524,120,90;
356,120,90;438,120,90;522,120,90;
354,120,90;436,120,90;520,120,90;
352,120,90;434,120,90;518,120,90;
350,120,90;432,120,90;516,120,90;
348,120,90;430,120,90;514,120,90;
346,120,90;428,120,90;512,120,90;
344,120,90;426,120,90;510,120,90;
342,120,90;424,120,90;508,120,90;
340,120,90;422,120,90;506,120,90;
338,120,90;420,120,90;504,120,90;
336,120,90;418,120,90;502,120,90;
334,120,90;416,120,90;500,120,90;
332,120,90;414,120,90;498,120,90;
330,120,90;412,120,90;496,120,90;
328,120,90;410,120,90;494,120,90;
326,120,90;408,120,90;492,120,90;
324,120,90;406,120,90;490,120,90;
322,120,90;404,120,90;488,120,90;
320,120,90;402,120,90;486,120,90;
318,120,90;400,120,90;484,120,90;
316,120,90;398,120,90;482,120,90;
314,120,90;396,120,90;480,120,90;
312,120,90;394,120,90;478,120,90;
310,120,90;392,120,90;476,120,90;
308,120,90;390,120,90;474,120,90;
306,120,90;388,120,90;472,120,90;
304,120,90;386,120,90;470,120,90;
302,120,90;384,120,90;468,120,90;
300,120,90;382,120,90;466,120,90;
298,120,90;380,120,90;464,120,90;
296,120,90;378,120,90;462,120,90;
294,120,90;376,120,90;460,120,90;
292,120,90;374,120,90;458,120,90;
290,120,90;372,120,90;456,120,90;
288,120,90;370,120,90;454,120,90;
286,120,90;368,120,90;452,120,90;
284,120,90;366,120,90;450,120,90;
282,120,90;364,120,90;448,120,90;
280,120,90;362,120,90;446,120,90;
278,120,90;360,120,90;444,120,90;
276,120,90;358,120,90;442,120,90;
274,120,90;356,120,90;440,120,90;
272,120,90;354,120,90;438,120,90;
270,120,90;352,120,90;436,120,90;
268,120,90;350,120,90;434,120,90;
266,120,90;348,120,90;432,120,90;
264,120,90;346,120,90;430,120,90;
262,120,90;344,120,90;428,120,90;
260,120,90;342,120,90;426,120,90;
258,120,90;340,120,90;424,120,90;
256,120,90;338,120,90;422,120,90;
254,120,90;336,120,90;420,120,90;
252,120,90;334,120,90;418,120,90;
250,120,90;332,120,90;416,120,90;
248,120,90;330,120,90;414,120,90;
246,120,90;328,120,90;412,120,90;
244,120,90;326,120,90;410,120,90;
242,120,90;324,120,90;408,120,90;
240,120,90;322,120,90;406,120,90;
238,120,90;320,120,90;404,120,90;
236,120,90;318,120,90;402,120,90;
234,120,90;316,120,90;400,120,90;
232,120,90;314,120,90;398,120,90;
230,120,90;312,120,90;396,120,90;
228,120,90;310,120,90;394,120,90;
226,120,90;308,120,90;392,120,90;
224,120,90;306,120,90;390,120,90;
222,120,90;304,120,90;388,120,90;
220,120,90;302,120,90;386,120,90;
218,120,90;300,120,90;384,120,90;
216,120,90;298,120,90;382,120,90;
214,120,90;296,120,90;380,120,90;
212,120,90;294,120,90;378,120,90;
210,120,90;292,120,90;376,120,90;
208,120,90;290,120,90;374,120,90;
206,120,90;288,120,90;372,120,90;
204,120,90;286,120,90;370,120,90;
202,120,90;284,120,90;368,120,90;
200,120,90;282,120,90;366,120,90;
198,120,90;280,120,90;364,120,90;
196,120,90;278,120,90;362,120,90;
194,120,90;276,120,90;360,120,90;
192,120,90;274,120,90;358,120,90;
190,120,90;272,120,90;356,120,90;
188,120,90;270,120,90;354,120,90;
186,120,90;268,120,90;352,120,90;
184,120,90;266,120,90;350,120,90;
182,120,90;264,120,90;348,120,90;
180,120,90;262,120,90;346,120,90;
178,120,90;260,120,90;344,120,90;
176,120,90;258,120,90;342,120,90;
174,120,90;256,120,90;340,120,90;
172,120,90;254,120,90;338,120,90;
170,120,90;252,120,90;336,120,90;
168,120,90;250,120,90;334,120,90;
166,120,90;248,120,90;332,120,90;
164,120,90;246,120,90;330,120,90;
162,120,90;244,120,90;328,120,90;
160,120,90;242,120,90;326,120,90;
158,120,90;240,120,90;324,120,90;
156,120,90;238,120,90;322,120,90;
154,120,90;236,120,90;320,120,90;
152,120,90;234,120,90;318,120,90;
150,120,90;232,120,90;316,120,90;
148,120,90;230,120,90;314,120,90;
146,120,90;228,120,90;312,120,90;
144,120,90;226,120,90;310,120,90;
142,120,90;224,120,90;308,120,90;
140,120,90;222,120,90;306,120,90;
139,121,-225;220,120,90;304,120,90;
138,122,-225;218,120,90;302,120,90;
137,123,-225;216,120,90;300,120,90;
136,124,-225;214,120,90;298,120,90;
135,125,-225;212,120,90;296,120,90;
134,126,-225;210,120,90;294,120,90;
133,127,-225;208,120,90;292,120,90;
132,128,-225;206,120,90;290,120,90;
131,129,-225;204,120,90;288,120,90;
130,130,-225;202,120,90;286,120,90;
129,131,-225;200,120,90;284,120,90;
128,132,-225;198,120,90;282,120,90;
127,133,-225;196,120,90;280,120,90;
126,134,-225;194,120,90;278,120,90;
125,135,-225;192,120,90;276,120,90;
124,136,-225;190,120,90;274,120,90;
123,137,-225;188,120,90;272,120,90;
122,138,-225;186,120,90;270,120,90;
121,139,-225;184,120,90;268,120,90;
120,140,-225;182,120,90;266,120,90;
120,142,-180;180,120,90;264,120,90;
120,144,-180;178,120,90;262,120,90;
120,146,-180;176,120,90;260,120,90;
120,148,-180;174,120,90;258,120,90;
120,150,-180;172,120,90;256,120,90;
120,152,-180;170,120,90;254,120,90;
120,154,-180;168,120,90;252,120,90;
120,156,-180;168,120,90;250,120,90;
120,158,-180;166,120,90;248,120,90;
120,160,-180;164,120,90;246,120,90;
120,162,-180;162,120,90;244,120,90;
120,164,-180;160,120,90;242,120,90;
120,166,-180;158,120,90;240,120,90;
120,168,-180;156,120,90;238,120,90;
120,170,-180;154,120,90;236,120,90;
120,172,-180;152,120,90;234,120,90;
120,174,-180;150,120,90;232,120,90;
120,176,-180;148,120,90;230,120,90;
120,178,-180;146,120,90;228,120,90;
120,180,-180;144,120,90;226,120,90;
120,182,-180;142,120,90;224,120,90;
120,184,-180;140,120,90;222,120,90;
120,186,-180;138,122,-225;220,120,90;
120,188,-180;136,124,-225;218,120,90;
120,190,-180;134,126,-225;216,120,90;
120,192,-180;132,128,-225;214,120,90;
120,194,-180;130,130,-225;212,120,90;
120,196,-180;128,132,-225;210,120,90;
120,198,-180;126,134,-225;208,120,90;
120,200,-180;124,136,-225;206,120,90;
120,202,-180;122,138,-225;204,120,90;
120,204,-180;120,140,-225;202,120,90;
120,206,-180;120,142,-180;200,120,90;
120,208,-180;120,144,-180;198,120,90;
120,210,-180;120,146,-180;196,120,90;
120,212,-180;120,148,-180;194,120,90;
120,214,-180;120,150,-180;192,120,90;
120,216,-180;120,152,-180;190,120,90;
120,218,-180;120,154,-180;188,120,90;
120,220,-180;120,156,-180;186,120,90;
120,222,-180;120,158,-180;184,120,90;
120,224,-180;120,160,-180;182,120,90;
120,226,-180;120,162,-180;180,120,90;
120,228,-180;120,164,-180;178,120,90;
120,230,-180;120,166,-180;176,120,90;
120,232,-180;120,168,-180;174,120,90;
120,234,-180;120,170,-180;172,120,90;
120,236,-180;120,172,-180;170,120,90;
120,238,-180;120,174,-180;168,120,90;
120,240,-180;120,176,-180;166,120,90;
120,242,-180;120,178,-180;164,120,90;
120,244,-180;120,180,-180;162,120,90;
120,246,-180;120,182,-180;160,120,90;
120,248,-180;120,184,-180;158,120,90;
120,250,-180;120,186,-180;156,120,90;
120,252,-180;120,188,-180;154,120,90;
120,254,-180;120,190,-180;152,120,90;
120,256,-180;120,192,-180;150,120,90;
120,258,-180;120,194,-180;148,120,90;
120,260,-180;120,196,-180;146,120,90;
120,262,-180;120,198,-180;144,120,90;
120,264,-180;120,200,-180;142,120,90;
120,266,-180;120,202,-180;140,120,90;
120,268,-180;120,204,-180;138,122,-225;
120,270,-180;120,206,-180;136,124,-225;
120,272,-180;120,208,-180;134,126,-225;
120,274,-180;120,210,-180;132,128,-225;
120,276,-180;120,212,-180;130,130,-225;
120,278,-180;120,214,-180;128,132,-225;
120,280,-180;120,216,-180;126,134,-225;
120,282,-180;120,218,-180;124,136,-225;
120,284,-180;120,220,-180;122,138,-225;
120,286,-180;120,222,-180;120,140,-225;
120,288,-180;120,224,-180;120,142,-180;
120,290,-180;120,226,-180;120,144,-180;
120,292,-180;120,228,-180;120,146,-180;
120,294,-180;120,230,-180;120,148,-180;
120,296,-180;120,232,-180;120,150,-180;
120,298,-180;120,234,-180;120,152,-180;
120,300,-180;120,236,-180;120,154,-180;
120,302,-180;120,238,-180;120,156,-180;
120,304,-180;120,240,-180;120,158,-180;
120,306,-180;120,242,-180;120,160,-180;
120,308,-180;120,244,-180;120,162,-180;
120,310,-180;120,246,-180;120,164,-180;
120,312,-180;120,248,-180;120,166,-180;
120,314,-180;120,250,-180;120,168,-180;
120,316,-180;120,252,-180;120,170,-180;
120,318,-180;120,254,-180;120,172,-180;
120,320,-180;120,256,-180;120,174,-180;
120,322,-180;120,258,-180;120,176,-180;
120,324,-180;120,260,-180;120,178,-180;
120,326,-180;120,262,-180;120,180,-180;
120,328,-180;120,264,-180;120,182,-180;
120,330,-180;120,266,-180;120,184,-180;
120,332,-180;120,268,-180;120,186,-180;
120,334,-180;120,270,-180;120,188,-180;
120,336,-180;120,272,-180;120,190,-180;
120,338,-180;120,274,-180;120,192,-180;
120,340,-180;120,276,-180;120,194,-180;
120,342,-180;120,278,-180;120,196,-180;
120,344,-180;120,280,-180;120,198,-180;
120,346,-180;120,282,-180;120,200,-180;
120,348,-180;120,284,-180;120,202,-180;
120,350,-180;120,286,-180;120,204,-180;
120,352,-180;120,288,-180;120,206,-180;
120,354,-180;120,290,-180;120,208,-180;
120,356,-180;120,292,-180;120,210,-180;
120,358,-180;120,294,-180;120,212,-180;
120,360,-180;120,296,-180;120,214,-180;
120,362,-180;120,298,-180;120,216,-180;
120,364,-180;120,300,-180;120,218,-180;
120,366,-180;120,302,-180;120,220,-180;
120,368,-180;120,304,-180;120,222,-180;
120,370,-180;120,306,-180;120,224,-180;
120,372,-180;120,308,-180;120,226,-180;
120,374,-180;120,310,-180;120,228,-180;
120,376,-180;120,312,-180;120,230,-180;
120,378,-180;120,314,-180;120,232,-180;
120,380,-180;120,316,-180;120,234,-180;
120,382,-180;120,318,-180;120,236,-180;
120,384,-180;120,320,-180;120,238,-180;
120,386,-180;120,322,-180;120,240,-180;
120,388,-180;120,324,-180;120,242,-180;
120,390,-180;120,326,-180;120,244,-180;
120,392,-180;120,328,-180;120,246,-180;
120,394,-180;120,330,-180;120,248,-180;
120,396,-180;120,332,-180;120,250,-180;
120,398,-180;120,334,-180;120,252,-180;
120,400,-180;120,336,-180;120,254,-180;
120,402,-180;120,338,-180;120,256,-180;
120,404,-180;120,340,-180;120,258,-180;
120,406,-180;120,342,-180;120,260,-180;
120,408,-180;120,344,-180;120,262,-180;
120,410,-180;120,346,-180;120,264,-180;
120,412,-180;120,348,-180;120,266,-180;
120,414,-180;120,350,-180;120,268,-180;
120,416,-180;120,352,-180;120,270,-180;
120,418,-180;120,354,-180;120,272,-180;
120,420,-180;120,356,-180;120,274,-180;
120,422,-180;120,358,-180;120,276,-180;
120,424,-180;120,360,-180;120,278,-180;
120,426,-180;120,362,-180;120,280,-180;
120,428,-180;120,364,-180;120,282,-180;
120,430,-180;120,366,-180;120,284,-180;
120,432,-180;120,368,-180;120,286,-180;
120,434,-180;120,370,-180;120,288,-180;
120,436,-180;120,372,-180;120,290,-180;
120,438,-180;120,374,-180;120,292,-180;
120,440,-180;120,376,-180;120,294,-180;
120,442,-180;120,378,-180;120,296,-180;
120,444,-180;120,380,-180;120,298,-180;
120,446,-180;120,382,-180;120,300,-180;
120,448,-180;120,384,-180;120,302,-180;
120,450,-180;120,386,-180;120,304,-180;
120,452,-180;120,388,-180;120,306,-180;
120,454,-180;120,390,-180;120,308,-180;
120,456,-180;120,392,-180;120,310,-180;
120,458,-180;120,394,-180;120,312,-180;
120,460,-180;120,396,-180;120,314,-180;
120,462,-180;120,398,-180;120,316,-180;
120,464,-180;120,400,-180;120,318,-180;
120,466,-180;120,402,-180;120,320,-180;
120,468,-180;120,404,-180;120,322,-180;
120,470,-180;120,406,-180;120,324,-180;
120,472,-180;120,408,-180;120,326,-180;
120,474,-180;120,410,-180;120,328,-180;
120,476,-180;120,412,-180;120,330,-180;
120,478,-180;120,414,-180;120,332,-180;
120,480,-180;120,416,-180;120,334,-180;
120,482,-180;120,418,-180;120,336,-180;
120,484,-180;120,420,-180;120,338,-180;
120,486,-180;120,422,-180;120,340,-180;
120,488,-180;120,424,-180;120,342,-180;
120,490,-180;120,426,-180;120,344,-180;
120,492,-180;120,428,-180;120,346,-180;
120,494,-180;120,430,-180;120,348,-180;
120,496,-180;120,432,-180;120,350,-180;
120,498,-180;120,434,-180;120,352,-180;
120,500,-180;120,436,-180;120,354,-180;
120,502,-180;120,438,-180;120,356,-180;
120,504,-180;120,440,-180;120,358,-180;
120,506,-180;120,442,-180;120,360,-180;
120,508,-180;120,444,-180;120,362,-180;
120,510,-180;120,446,-180;120,364,-180;
120,512,-180;120,448,-180;120,366,-180;
120,514,-180;120,450,-180;120,368,-180;
120,516,-180;120,452,-180;120,370,-180;
120,518,-180;120,454,-180;120,372,-180;
120,520,-180;120,456,-180;120,374,-180;
120,522,-180;120,458,-180;120,376,-180;
120,524,-180;120,460,-180;120,378,-180;
120,526,-180;120,462,-180;120,380,-180;
120,528,-180;120,464,-180;120,382,-180;
120,530,-180;120,466,-180;120,384,-180;
120,532,-180;120,468,-180;120,386,-180;
120,534,-180;120,470,-180;120,388,-180;
120,536,-180;120,472,-180;120,390,-180;
120,538,-180;120,474,-180;120,392,-180;
120,540,-180;120,476,-180;120,394,-180;
120,542,-180;120,478,-180;120,396,-180;
120,544,-180;120,480,-180;120,398,-180;
120,546,-180;120,482,-180;120,400,-180;
120,548,-180;120,484,-180;120,402,-180;
120,550,-180;120,486,-180;120,404,-180;
120,552,-180;120,488,-180;120,406,-180;
120,554,-180;120,490,-180;120,408,-180;
120,556,-180;120,492,-180;120,410,-180;
120,558,-180;120,494,-180;120,412,-180;
120,560,-180;120,496,-180;120,414,-180;
120,562,-180;120,498,-180;120,416,-180;
120,564,-180;120,500,-180;120,418,-180;
120,566,-180;120,502,-180;120,420,-180;
120,568,-180;120,504,-180;120,422,-180;
120,570,-180;120,506,-180;120,424,-180;
120,572,-180;120,508,-180;120,426,-180;
120,574,-180;120,510,-180;120,428,-180;
120,576,-180;120,512,-180;120,430,-180;
120,578,-180;120,514,-180;120,432,-180;
120,580,-180;120,516,-180;120,434,-180;
120,582,-180;120,518,-180;120,436,-180;
120,584,-180;120,520,-180;120,438,-180;
120,586,-180;120,522,-180;120,440,-180;
120,588,-180;120,524,-180;120,442,-180;
120,590,-180;120,526,-180;120,444,-180;
120,592,-180;120,528,-180;120,446,-180;
120,594,-180;120,530,-180;120,448,-180;
120,596,-180;120,532,-180;120,450,-180;
120,598,-180;120,534,-180;120,452,-180;
120,600,-180;120,536,-180;120,454,-180;
120,602,-180;120,538,-180;120,456,-180;
120,604,-180;120,540,-180;120,458,-180;
120,606,-180;120,542,-180;120,460,-180;
120,608,-180;120,544,-180;120,462,-180;
120,610,-180;120,546,-180;120,464,-180;
120,612,-180;120,548,-180;120,466,-180;
120,614,-180;120,550,-180;120,468,-180;
120,616,-180;120,552,-180;120,470,-180;
120,618,-180;120,554,-180;120,472,-180;
120,620,-180;120,556,-180;120,474,-180;
120,622,-180;120,558,-180;120,476,-180;
120,624,-180;120,560,-180;120,478,-180;
120,626,-180;120,562,-180;120,480,-180;
120,628,-180;120,564,-180;120,482,-180;
120,630,-180;120,566,-180;120,484,-180;
120,632,-180;120,568,-180;120,486,-180;
120,634,-180;120,570,-180;120,488,-180;
120,636,-180;120,572,-180;120,490,-180;
120,638,-180;120,574,-180;120,492,-180;
120,640,-180;120,576,-180;120,494,-180;
120,642,-180;120,578,-180;120,496,-180;
120,644,-180;120,580,-180;120,498,-180;
120,646,-180;120,582,-180;120,500,-180;
120,648,-180;120,584,-180;120,502,-180;
120,650,-180;120,586,-180;120,504,-180;
120,652,-180;120,588,-180;120,506,-180;
120,654,-180;120,590,-180;120,508,-180;
120,656,-180;120,592,-180;120,510,-180;
120,658,-180;120,594,-180;120,512,-180;
120,660,-180;120,596,-180;120,514,-180;
120,662,-180;120,598,-180;120,516,-180;
120,664,-180;120,600,-180;120,518,-180;
120,666,-180;120,602,-180;120,520,-180;
120,668,-180;120,604,-180;120,522,-180;
120,670,-180;120,606,-180;120,524,-180;
120,672,-180;120,608,-180;120,526,-180;
120,674,-180;120,610,-180;120,528,-180;
120,676,-180;120,612,-180;120,530,-180;
120,678,-180;120,614,-180;120,532,-180;
120,680,-180;120,616,-180;120,534,-180;
120,682,-180;120,618,-180;120,536,-180;
120,684,-180;120,620,-180;120,538,-180;
120,686,-180;120,622,-180;120,540,-180;
120,688,-180;120,624,-180;120,542,-180;
120,690,-180;120,626,-180;120,544,-180;
120,692,-180;120,628,-180;120,546,-180;
120,694,-180;120,630,-180;120,548,-180;
120,696,-180;120,632,-180;120,550,-180;
120,698,-180;120,634,-180;120,552,-180;
120,700,-180;120,636,-180;120,554,-180;
120,702,-180;120,638,-180;120,556,-180;
120,704,-180;120,640,-180;120,558,-180;
120,706,-180;120,642,-180;120,560,-180;
120,708,-180;120,644,-180;120,562,-180;
120,710,-180;120,646,-180;120,564,-180;
120,712,-180;120,648,-180;120,566,-180;
120,714,-180;120,650,-180;120,568,-180;
120,716,-180;120,652,-180;120,570,-180;
120,718,-180;120,654,-180;120,572,-180;
120,720,-180;120,656,-180;120,574,-180;
120,722,-180;120,658,-180;120,576,-180;
120,724,-180;120,660,-180;120,578,-180;
120,726,-180;120,662,-180;120,580,-180;
120,728,-180;120,664,-180;120,582,-180;
120,730,-180;120,666,-180;120,584,-180;
120,732,-180;120,668,-180;120,586,-180;
120,734,-180;120,670,-180;120,588,-180;
120,736,-180;120,672,-180;120,590,-180;
120,738,-180;120,674,-180;120,592,-180;
120,740,-180;120,676,-180;120,594,-180;
120,742,-180;120,678,-180;120,596,-180;
120,744,-180;120,680,-180;120,598,-180;
120,746,-180;120,682,-180;120,600,-180;
120,748,-180;120,684,-180;120,602,-180;
120,750,-180;120,686,-180;120,604,-180;
120,752,-180;120,688,-180;120,606,-180;
120,754,-180;120,690,-180;120,608,-180;
120,756,-180;120,692,-180;120,610,-180;
120,758,-180;120,694,-180;120,612,-180;
120,760,-180;120,696,-180;120,614,-180;
120,762,-180;120,698,-180;120,616,-180;
120,764,-180;120,700,-180;120,618,-180;
120,766,-180;120,702,-180;120,620,-180;
120,768,-180;120,704,-180;120,622,-180;
120,770,-180;120,706,-180;120,624,-180;
120,772,-180;120,708,-180;120,626,-180;
120,774,-180;120,710,-180;120,628,-180;
120,776,-180;120,712,-180;120,630,-180;
120,778,-180;120,714,-180;120,632,-180;
120,780,-180;120,716,-180;120,634,-180;
120,782,-180;120,718,-180;120,636,-180;
120,784,-180;120,720,-180;120,638,-180;
120,786,-180;120,722,-180;120,640,-180;
120,788,-180;120,724,-180;120,642,-180;
120,790,-180;120,726,-180;120,644,-180;
120,792,-180;120,728,-180;120,646,-180;
120,794,-180;120,730,-180;120,648,-180;
120,796,-180;120,732,-180;120,650,-180;
120,798,-180;120,734,-180;120,652,-180;
120,800,-180;120,736,-180;120,654,-180;
120,802,-180;120,738,-180;120,656,-180;
120,804,-180;120,740,-180;120,658,-180;
120,806,-180;120,742,-180;120,660,-180;
120,808,-180;120,744,-180;120,662,-180;
120,810,-180;120,746,-180;120,664,-180;
120,812,-180;120,748,-180;120,666,-180;
120,814,-180;120,750,-180;120,668,-180;
120,816,-180;120,752,-180;120,670,-180;
120,818,-180;120,754,-180;120,672,-180;
120,820,-180;120,756,-180;120,674,-180;
120,822,-180;120,758,-180;120,676,-180;
120,824,-180;120,760,-180;120,678,-180;
120,826,-180;120,762,-180;120,680,-180;
120,828,-180;120,764,-180;120,682,-180;
120,830,-180;120,766,-180;120,684,-180;
120,832,-180;120,768,-180;120,686,-180;
120,834,-180;120,770,-180;120,688,-180;
120,836,-180;120,772,-180;120,690,-180;
120,838,-180;120,774,-180;120,692,-180;
120,840,-180;120,776,-180;120,694,-180;
120,842,-180;120,778,-180;120,696,-180;
120,844,-180;120,780,-180;120,698,-180;
120,846,-180;120,782,-180;120,700,-180;
120,848,-180;120,784,-180;120,702,-180;
120,850,-180;120,786,-180;120,704,-180;
120,852,-180;120,788,-180;120,706,-180;
120,854,-180;120,790,-180;120,708,-180;
120,856,-180;120,792,-180;120,710,-180;
120,858,-180;120,794,-180;120,712,-180;
120,860,-180;120,796,-180;120,714,-180;
121,861,-135;120,798,-180;120,716,-180;
122,862,-135;120,800,-180;120,718,-180;
123,863,-135;120,802,-180;120,720,-180;
124,864,-135;120,804,-180;120,722,-180;
125,865,-135;120,806,-180;120,724,-180;
126,866,-135;120,808,-180;120,726,-180;
127,867,-135;120,808,-180;120,728,-180;
128,868,-135;120,810,-180;120,730,-180;
129,869,-135;120,810,-180;120,732,-180;
130,870,-135;120,812,-180;120,734,-180;
131,871,-135;120,814,-180;120,736,-180;
132,872,-135;120,814,-180;120,738,-180;
133,873,-135;120,816,-180;120,740,-180;
134,874,-135;120,816,-180;120,742,-180;
135,875,-135;120,818,-180;120,744,-180;
136,876,-135;120,820,-180;120,746,-180;
137,877,-135;120,820,-180;120,748,-180;
138,878,-135;120,822,-180;120,750,-180;
139,879,-135;120,824,-180;120,752,-180;
140,880,-135;120,824,-180;120,754,-180;
142,880,-90;120,826,-180;120,756,-180;
144,880,-90;120,826,-180;120,758,-180;
146,880,-90;120,826,-180;120,760,-180;
148,880,-90;120,828,-180;120,762,-180;
150,880,-90;120,830,-180;120,764,-180;
152,880,-90;120,830,-180;120,766,-180;
154,880,-90;120,832,-180;120,768,-180;
156,880,-90;120,832,-180;120,770,-180;
158,880,-90;120,834,-180;120,772,-180;
160,880,-90;120,836,-180;120,774,-180;
162,880,-90;120,838,-180;120,776,-180;
164,880,-90;120,840,-180;120,778,-180;
166,880,-90;120,842,-180;120,780,-180;
168,880,-90;120,844,-180;120,782,-180;
170,880,-90;120,846,-180;120,784,-180;
172,880,-90;120,848,-180;120,786,-180;
174,880,-90;120,850,-180;120,788,-180;
176,880,-90;120,852,-180;120,790,-180;
178,880,-90;120,854,-180;120,792,-180;
180,880,-90;120,856,-180;120,794,-180;
182,880,-90;120,858,-180;120,796,-180;
184,880,-90;120,860,-180;120,798,-180;
186,880,-90;121,861,-135;120,800,-180;
188,880,-90;122,862,-135;120,802,-180;
190,880,-90;123,863,-135;120,804,-180;
192,880,-90;124,864,-135;120,806,-180;
194,880,-90;125,865,-135;120,806,-180;
196,880,-90;126,866,-135;120,808,-180;
198,880,-90;127,867,-135;120,808,-180;
200,880,-90;128,868,-135;120,810,-180;
202,880,-90;129,869,-135;120,810,-180;
204,880,-90;130,870,-135;120,812,-180;
206,880,-90;131,871,-135;120,814,-180;
208,880,-90;132,872,-135;120,814,-180;
210,880,-90;133,873,-135;120,816,-180;
212,880,-90;134,874,-135;120,816,-180;
214,880,-90;135,875,-135;120,818,-180;
216,880,-90;136,876,-135;120,820,-180;
218,880,-90;137,877,-135;120,820,-180;
220,880,-90;138,878,-135;120,822,-180;
222,880,-90;139,879,-135;120,824,-180;
224,880,-90;140,880,-135;120,824,-180;
226,880,-90;142,880,-90;120,826,-180;
228,880,-90;144,880,-90;120,826,-180;
230,880,-90;146,880,-90;120,826,-180;
232,880,-90;148,880,-90;120,828,-180;
234,880,-90;150,880,-90;120,830,-180;
236,880,-90;152,880,-90;120,830,-180;
238,880,-90;154,880,-90;120,832,-180;
240,880,-90;156,880,-90;120,832,-180;
242,880,-90;158,880,-90;120,834,-180;
244,880,-90;160,880,-90;120,836,-180;
246,880,-90;162,880,-90;120,838,-180;
248,880,-90;164,880,-90;120,840,-180;
250,880,-90;166,880,-90;120,842,-180;
252,880,-90;168,880,-90;120,844,-180;
254,880,-90;170,880,-90;120,846,-180;
256,880,-90;172,880,-90;120,848,-180;
258,880,-90;174,880,-90;120,850,-180;
260,880,-90;176,880,-90;120,852,-180;
262,880,-90;178,880,-90;120,854,-180;
264,880,-90;180,880,-90;120,856,-180;
266,880,-90;182,880,-90;120,858,-180;
268,880,-90;184,880,-90;120,860,-180;
270,880,-90;186,880,-90;121,861,-135;
272,880,-90;188,880,-90;122,862,-135;
274,880,-90;190,880,-90;123,863,-135;
276,880,-90;192,880,-90;124,864,-135;
278,880,-90;194,880,-90;125,865,-135;
280,880,-90;196,880,-90;126,866,-135;
282,880,-90;198,880,-90;127,867,-135;
284,880,-90;200,880,-90;128,868,-135;
286,880,-90;202,880,-90;129,869,-135;
288,880,-90;204,880,-90;130,870,-135;
290,880,-90;206,880,-90;131,871,-135;
292,880,-90;208,880,-90;133,873,-135;
294,880,-90;210,880,-90;135,875,-135;
296,880,-90;212,880,-90;137,877,-135;
298,880,-90;214,880,-90;139,879,-135;
300,880,-90;216,880,-90;142,880,-90;
302,880,-90;218,880,-90;144,880,-90;
304,880,-90;220,880,-90;146,880,-90;
306,880,-90;222,880,-90;148,880,-90;
308,880,-90;224,880,-90;150,880,-90;
